web-scraper-order,web-scraper-start-url,single,single-href,description ,ASIN,product description -src,manufacturer
"1675236256-110","https://www.amazon.in/s?k=bags&page=[1- 5]&crid=2M096C61O4MLT&qid=1675232753&sprefix=ba%2Caps%2C283&ref=sr_pg_2","ADISA Light Weight Laptop Backpack 32 Ltrs","https://www.amazon.in/ADISA-BP005-Weight-Casual-Backpack/dp/B07F3X45WZ/ref=sr_1_14?crid=2M096C61O4MLT&keywords=bags&qid=1675236191&sprefix=ba%2Caps%2C283&sr=8-14","","BP005","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif","B07F3X45WZ"
"1675236256-111","https://www.amazon.in/s?k=bags&page=[1- 5]&crid=2M096C61O4MLT&qid=1675232753&sprefix=ba%2Caps%2C283&ref=sr_pg_2","ADISA Light Weight Laptop Backpack 32 Ltrs","https://www.amazon.in/ADISA-BP005-Weight-Casual-Backpack/dp/B07F3X45WZ/ref=sr_1_14?crid=2M096C61O4MLT&keywords=bags&qid=1675236191&sprefix=ba%2Caps%2C283&sr=8-14","","BP005","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif","B07F3X45WZ"
"1675236256-112","https://www.amazon.in/s?k=bags&page=[1- 5]&crid=2M096C61O4MLT&qid=1675232753&sprefix=ba%2Caps%2C283&ref=sr_pg_2","ADISA Light Weight Laptop Backpack 32 Ltrs","https://www.amazon.in/ADISA-BP005-Weight-Casual-Backpack/dp/B07F3X45WZ/ref=sr_1_14?crid=2M096C61O4MLT&keywords=bags&qid=1675236191&sprefix=ba%2Caps%2C283&sr=8-14","","BP005","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif","B07F3X45WZ"
"1675236256-113","https://www.amazon.in/s?k=bags&page=[1- 5]&crid=2M096C61O4MLT&qid=1675232753&sprefix=ba%2Caps%2C283&ref=sr_pg_2","ADISA Light Weight Laptop Backpack 32 Ltrs","https://www.amazon.in/ADISA-BP005-Weight-Casual-Backpack/dp/B07F3X45WZ/ref=sr_1_14?crid=2M096C61O4MLT&keywords=bags&qid=1675236191&sprefix=ba%2Caps%2C283&sr=8-14","","BP005","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif","B07F3X45WZ"
"1675236256-114","https://www.amazon.in/s?k=bags&page=[1- 5]&crid=2M096C61O4MLT&qid=1675232753&sprefix=ba%2Caps%2C283&ref=sr_pg_2","ADISA Light Weight Laptop Backpack 32 Ltrs","https://www.amazon.in/ADISA-BP005-Weight-Casual-Backpack/dp/B07F3X45WZ/ref=sr_1_14?crid=2M096C61O4MLT&keywords=bags&qid=1675236191&sprefix=ba%2Caps%2C283&sr=8-14","","BP005","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif","B07F3X45WZ"
"1675236256-115","https://www.amazon.in/s?k=bags&page=[1- 5]&crid=2M096C61O4MLT&qid=1675232753&sprefix=ba%2Caps%2C283&ref=sr_pg_2","ADISA Light Weight Laptop Backpack 32 Ltrs","https://www.amazon.in/ADISA-BP005-Weight-Casual-Backpack/dp/B07F3X45WZ/ref=sr_1_14?crid=2M096C61O4MLT&keywords=bags&qid=1675236191&sprefix=ba%2Caps%2C283&sr=8-14","","BP005","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif","B07F3X45WZ"
"1675236263-116","https://www.amazon.in/s?k=bags&page=[1- 5]&crid=2M096C61O4MLT&qid=1675232753&sprefix=ba%2Caps%2C283&ref=sr_pg_2","AirCase C34- 13 Inch/ 14 Inch/15.6 Inch Premium Vegan Leather Laptop Backpack for Men & Women (Black)- 25 Ltrs","https://www.amazon.in/AirCase-C34-Laptop-Backpack-Women/dp/B07QN4KXWG/ref=sr_1_13?crid=2M096C61O4MLT&keywords=bags&qid=1675236191&sprefix=ba%2Caps%2C283&sr=8-13","<ul class=""a-unordered-list a-vertical a-spacing-mini"">   <li><span class=""a-list-item""> Innovative Design: AirCase Laptop Backpack is made of Premium Vegan Leather for your 15.6 Inch Laptop. This Laptop Backpack has 2 Front Pocket and 2 Main Compartment for Laptop, Tablet and other Main compartment for wallets dairy, clothes, etc. There is two way Cortical Tail Zipper with leather pull tail, Fashionable and Novel, keeping up with the current trend.  </span></li>  <li><span class=""a-list-item""> Large Storage: There is 2 Main Compartment One for 15.6 inch Laptop, Tablet with a secure Velcro closure and other for main compartment for your other belonging like Cloth, Wallet, Book, Diary, etc. There is also 2 front zipper pocket for Mobile, Charger, Power Adapter, Cable, Power Bank, Keys etc.convenient to carry at school college office travelling for students boys girls  </span></li>  <li><span class=""a-list-item""> Light weight &amp; Durable: It is made of Premium Vegan Leather for 15.6 inch laptop. Ruggedized water-resistant base helps to protect from the elements. Water Resistant Base which protect your belonging from getting wet. waterproof latest smart stylish spacious rucksack luggage tourist travel bagpack.  </span></li>  <li><span class=""a-list-item""> Shoulder Straps: Breathable Mesh Padding at back which is design for back relief and shoulder straps for extra comfort with adjustable side straps for a better fit.  </span></li>  <li><span class=""a-list-item""> Specifications:- Work with -15.6"" Laptops and Under, CAPACITY- 22L, DIMENSIONS – 46-cm X 29-cm X 19-cm, WEIGHT - 0.58 kg, WARRANTY – 1 Year under Manufacturing Defect Only.  </span></li>  </ul> <!-- Loading EDP related metadata -->
                 <span class=""caretnext"">›</span> <a id=""seeMoreDetailsLink"" class=""a-link-normal"" href=""#productDetails"">See more product details</a>","null","","null"
"1675236263-117","https://www.amazon.in/s?k=bags&page=[1- 5]&crid=2M096C61O4MLT&qid=1675232753&sprefix=ba%2Caps%2C283&ref=sr_pg_2","AirCase C34- 13 Inch/ 14 Inch/15.6 Inch Premium Vegan Leather Laptop Backpack for Men & Women (Black)- 25 Ltrs","https://www.amazon.in/AirCase-C34-Laptop-Backpack-Women/dp/B07QN4KXWG/ref=sr_1_13?crid=2M096C61O4MLT&keywords=bags&qid=1675236191&sprefix=ba%2Caps%2C283&sr=8-13","","null","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif","null"
"1675236263-118","https://www.amazon.in/s?k=bags&page=[1- 5]&crid=2M096C61O4MLT&qid=1675232753&sprefix=ba%2Caps%2C283&ref=sr_pg_2","AirCase C34- 13 Inch/ 14 Inch/15.6 Inch Premium Vegan Leather Laptop Backpack for Men & Women (Black)- 25 Ltrs","https://www.amazon.in/AirCase-C34-Laptop-Backpack-Women/dp/B07QN4KXWG/ref=sr_1_13?crid=2M096C61O4MLT&keywords=bags&qid=1675236191&sprefix=ba%2Caps%2C283&sr=8-13","","null","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif","null"
"1675236263-119","https://www.amazon.in/s?k=bags&page=[1- 5]&crid=2M096C61O4MLT&qid=1675232753&sprefix=ba%2Caps%2C283&ref=sr_pg_2","AirCase C34- 13 Inch/ 14 Inch/15.6 Inch Premium Vegan Leather Laptop Backpack for Men & Women (Black)- 25 Ltrs","https://www.amazon.in/AirCase-C34-Laptop-Backpack-Women/dp/B07QN4KXWG/ref=sr_1_13?crid=2M096C61O4MLT&keywords=bags&qid=1675236191&sprefix=ba%2Caps%2C283&sr=8-13","","null","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif","null"
"1675236263-120","https://www.amazon.in/s?k=bags&page=[1- 5]&crid=2M096C61O4MLT&qid=1675232753&sprefix=ba%2Caps%2C283&ref=sr_pg_2","AirCase C34- 13 Inch/ 14 Inch/15.6 Inch Premium Vegan Leather Laptop Backpack for Men & Women (Black)- 25 Ltrs","https://www.amazon.in/AirCase-C34-Laptop-Backpack-Women/dp/B07QN4KXWG/ref=sr_1_13?crid=2M096C61O4MLT&keywords=bags&qid=1675236191&sprefix=ba%2Caps%2C283&sr=8-13","","null","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif","null"
"1675236263-121","https://www.amazon.in/s?k=bags&page=[1- 5]&crid=2M096C61O4MLT&qid=1675232753&sprefix=ba%2Caps%2C283&ref=sr_pg_2","AirCase C34- 13 Inch/ 14 Inch/15.6 Inch Premium Vegan Leather Laptop Backpack for Men & Women (Black)- 25 Ltrs","https://www.amazon.in/AirCase-C34-Laptop-Backpack-Women/dp/B07QN4KXWG/ref=sr_1_13?crid=2M096C61O4MLT&keywords=bags&qid=1675236191&sprefix=ba%2Caps%2C283&sr=8-13","","null","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif","null"
"1675236263-122","https://www.amazon.in/s?k=bags&page=[1- 5]&crid=2M096C61O4MLT&qid=1675232753&sprefix=ba%2Caps%2C283&ref=sr_pg_2","AirCase C34- 13 Inch/ 14 Inch/15.6 Inch Premium Vegan Leather Laptop Backpack for Men & Women (Black)- 25 Ltrs","https://www.amazon.in/AirCase-C34-Laptop-Backpack-Women/dp/B07QN4KXWG/ref=sr_1_13?crid=2M096C61O4MLT&keywords=bags&qid=1675236191&sprefix=ba%2Caps%2C283&sr=8-13","","null","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif","null"
"1675236263-123","https://www.amazon.in/s?k=bags&page=[1- 5]&crid=2M096C61O4MLT&qid=1675232753&sprefix=ba%2Caps%2C283&ref=sr_pg_2","AirCase C34- 13 Inch/ 14 Inch/15.6 Inch Premium Vegan Leather Laptop Backpack for Men & Women (Black)- 25 Ltrs","https://www.amazon.in/AirCase-C34-Laptop-Backpack-Women/dp/B07QN4KXWG/ref=sr_1_13?crid=2M096C61O4MLT&keywords=bags&qid=1675236191&sprefix=ba%2Caps%2C283&sr=8-13","","null","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif","null"
"1675236263-124","https://www.amazon.in/s?k=bags&page=[1- 5]&crid=2M096C61O4MLT&qid=1675232753&sprefix=ba%2Caps%2C283&ref=sr_pg_2","AirCase C34- 13 Inch/ 14 Inch/15.6 Inch Premium Vegan Leather Laptop Backpack for Men & Women (Black)- 25 Ltrs","https://www.amazon.in/AirCase-C34-Laptop-Backpack-Women/dp/B07QN4KXWG/ref=sr_1_13?crid=2M096C61O4MLT&keywords=bags&qid=1675236191&sprefix=ba%2Caps%2C283&sr=8-13","","null","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif","null"
"1675236263-125","https://www.amazon.in/s?k=bags&page=[1- 5]&crid=2M096C61O4MLT&qid=1675232753&sprefix=ba%2Caps%2C283&ref=sr_pg_2","AirCase C34- 13 Inch/ 14 Inch/15.6 Inch Premium Vegan Leather Laptop Backpack for Men & Women (Black)- 25 Ltrs","https://www.amazon.in/AirCase-C34-Laptop-Backpack-Women/dp/B07QN4KXWG/ref=sr_1_13?crid=2M096C61O4MLT&keywords=bags&qid=1675236191&sprefix=ba%2Caps%2C283&sr=8-13","","null","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif","null"
"1675236263-126","https://www.amazon.in/s?k=bags&page=[1- 5]&crid=2M096C61O4MLT&qid=1675232753&sprefix=ba%2Caps%2C283&ref=sr_pg_2","AirCase C34- 13 Inch/ 14 Inch/15.6 Inch Premium Vegan Leather Laptop Backpack for Men & Women (Black)- 25 Ltrs","https://www.amazon.in/AirCase-C34-Laptop-Backpack-Women/dp/B07QN4KXWG/ref=sr_1_13?crid=2M096C61O4MLT&keywords=bags&qid=1675236191&sprefix=ba%2Caps%2C283&sr=8-13","","null","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif","null"
"1675236263-127","https://www.amazon.in/s?k=bags&page=[1- 5]&crid=2M096C61O4MLT&qid=1675232753&sprefix=ba%2Caps%2C283&ref=sr_pg_2","AirCase C34- 13 Inch/ 14 Inch/15.6 Inch Premium Vegan Leather Laptop Backpack for Men & Women (Black)- 25 Ltrs","https://www.amazon.in/AirCase-C34-Laptop-Backpack-Women/dp/B07QN4KXWG/ref=sr_1_13?crid=2M096C61O4MLT&keywords=bags&qid=1675236191&sprefix=ba%2Caps%2C283&sr=8-13","","null","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif","null"
"1675236263-128","https://www.amazon.in/s?k=bags&page=[1- 5]&crid=2M096C61O4MLT&qid=1675232753&sprefix=ba%2Caps%2C283&ref=sr_pg_2","AirCase C34- 13 Inch/ 14 Inch/15.6 Inch Premium Vegan Leather Laptop Backpack for Men & Women (Black)- 25 Ltrs","https://www.amazon.in/AirCase-C34-Laptop-Backpack-Women/dp/B07QN4KXWG/ref=sr_1_13?crid=2M096C61O4MLT&keywords=bags&qid=1675236191&sprefix=ba%2Caps%2C283&sr=8-13","","null","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif","null"
"1675236263-129","https://www.amazon.in/s?k=bags&page=[1- 5]&crid=2M096C61O4MLT&qid=1675232753&sprefix=ba%2Caps%2C283&ref=sr_pg_2","AirCase C34- 13 Inch/ 14 Inch/15.6 Inch Premium Vegan Leather Laptop Backpack for Men & Women (Black)- 25 Ltrs","https://www.amazon.in/AirCase-C34-Laptop-Backpack-Women/dp/B07QN4KXWG/ref=sr_1_13?crid=2M096C61O4MLT&keywords=bags&qid=1675236191&sprefix=ba%2Caps%2C283&sr=8-13","","null","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif","null"
"1675236269-130","https://www.amazon.in/s?k=bags&page=[1- 5]&crid=2M096C61O4MLT&qid=1675232753&sprefix=ba%2Caps%2C283&ref=sr_pg_2","NORTH ZONE 30 ltrs ( Cms) backpack(INVALID DATA_grey)","https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MDQ1NDc4NDU0ODUzMzg2OjE2NzUyMzYxOTE6c3BfbXRmOjIwMDgyMzk3MjEzODk4OjowOjo&url=%2FNORTH-ZONE-backpack-INVALID-DATA_grey%2Fdp%2FB0BH8S9QGH%2Fref%3Dsr_1_12_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675236191%26sprefix%3Dba%252Caps%252C283%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1","<ul class=""a-unordered-list a-vertical a-spacing-mini"">   <li><span class=""a-list-item""> KEY FEATURES - Black Colour Laptop Backpack for Men and Women for Stylish Office use as well as for Trendy College students. Huge compartment size that can fit upto a 15.6 inch Laptop with ease. Multiple pockets for other accessories.   </span></li>  <li><span class=""a-list-item""> Charging On the Go - Now charge your phone on the go while travelling without the hassle of holding the bulky power bank in your pocket or in your hand. Simple Connect your Powerbank to the wire inside the Bag and leave it in the bag. When you want to charge your phone, just connect your phone charger to the bag and your phone will start charging. IMPORTANT NOTE: We do NOT provide Free Portable Charger with the Bag   </span></li>  <li><span class=""a-list-item""> Anti Theft Design - This backpack by Fur Jaden has anti theft design where zipper of the main pocket is hidden at the back. No thief, intruder or robber can find a way to open the backpack, making this totally theft proof. There are secret pockets on the shoulder strap and on the sides of the bag allowing us to keep travel documents, boarding pass, credit cards, mobile phone, earphones etc.   </span></li>  <li><span class=""a-list-item""> Essence of Fur Jaden - We craft signature Laptop Backpacks and Casual Backpacks that are young, vibrant and fashionable, and yet a celebration of timeless style, luxe and sophistication. We strive to make thoughtful designs that are high on aesthetics as well as on utility and functionality.; 100% Genuine NORTHZONE Men products, 10 days No Question asked replacement guarantee from the date of delivery   </span></li>  <li><span class=""a-list-item""> Age Range Description: Adult; Color Name: Grey; Lining Description: Polyester; Pattern Name: Solid; Material Type: Polyester   </span></li>  </ul> <!-- Loading EDP related metadata -->","India","","ANTI-01"
"1675236275-131","https://www.amazon.in/s?k=bags&page=[1- 5]&crid=2M096C61O4MLT&qid=1675232753&sprefix=ba%2Caps%2C283&ref=sr_pg_2","Red Lemon Swiss Cut Design Medium 26 L Laptop Backpack Outdoor Backpack fits 15.6 inch Multifunctional Laptop Bag Backpack for Men and Women with USB port Anti Theft Travel Backpack","https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MDQ1NDc4NDU0ODUzMzg2OjE2NzUyMzYxOTE6c3BfbXRmOjIwMDg0MzI0MDM0NDk4OjowOjo&url=%2FRed-Lemon-Backpack-Multifunctional-Charcoal%2Fdp%2FB0BGSV19KZ%2Fref%3Dsr_1_11_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675236191%26sprefix%3Dba%252Caps%252C283%26sr%3D8-11-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1","<ul class=""a-unordered-list a-vertical a-spacing-mini"">   <li><span class=""a-list-item""> PREMIUM MATERIAL: This multifunctional bag is made of quality Water Repellent polyester material in black color to protect your goods from water. For the inner lining, soft feel premium polyester is used. The hardware such as strengthened hooks, zippers and buckles used are wear resistant, smooth, and durable.   </span></li>  <li><span class=""a-list-item""> LARGE CAPACITY : Comes with 2 compartments with one separate cushioned laptop sleeve to hold 15. 6 inch Laptop. Additional front zipper pockets with an organiser to store magazine, pens, key,music, cosmetic, pen, charger, powerbank, cable etc. Side pockets for water bottles,umbrella. Back hidden anti theft pocket can hold your wallet,phone,etc   </span></li>  <li><span class=""a-list-item""> TROLLEY STRAP &amp; CONVENIENCE : The insertible pull rod box design allows the bag to slide over the luggage handle for easy mobility during traveling. Comfortable airflow back ergonomics design with soft padding, gives you maximum back support. Breathable and adjustable shoulder straps relieve the stress of shoulder. Foam padded top handle for a long time carry on.   </span></li>  <li><span class=""a-list-item""> ONE YEAR WARRANTY: 1-year warranty on this bag against any manufacturing defects. Just keep your documents safe. Contact Red Lemon for any issues regarding the product and a resolution will be provided.; Lining texture: polyester   </span></li>  <li><span class=""a-list-item""> Pattern Name: Solid; Special Features: Laptop Compartment; Age Range Description: Adult   </span></li>  </ul> <!-- Loading EDP related metadata -->","China","","RL-BG1921"
"1675236275-132","https://www.amazon.in/s?k=bags&page=[1- 5]&crid=2M096C61O4MLT&qid=1675232753&sprefix=ba%2Caps%2C283&ref=sr_pg_2","Red Lemon Swiss Cut Design Medium 26 L Laptop Backpack Outdoor Backpack fits 15.6 inch Multifunctional Laptop Bag Backpack for Men and Women with USB port Anti Theft Travel Backpack","https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MDQ1NDc4NDU0ODUzMzg2OjE2NzUyMzYxOTE6c3BfbXRmOjIwMDg0MzI0MDM0NDk4OjowOjo&url=%2FRed-Lemon-Backpack-Multifunctional-Charcoal%2Fdp%2FB0BGSV19KZ%2Fref%3Dsr_1_11_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675236191%26sprefix%3Dba%252Caps%252C283%26sr%3D8-11-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1","","China","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif","RL-BG1921"
"1675236275-133","https://www.amazon.in/s?k=bags&page=[1- 5]&crid=2M096C61O4MLT&qid=1675232753&sprefix=ba%2Caps%2C283&ref=sr_pg_2","Red Lemon Swiss Cut Design Medium 26 L Laptop Backpack Outdoor Backpack fits 15.6 inch Multifunctional Laptop Bag Backpack for Men and Women with USB port Anti Theft Travel Backpack","https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MDQ1NDc4NDU0ODUzMzg2OjE2NzUyMzYxOTE6c3BfbXRmOjIwMDg0MzI0MDM0NDk4OjowOjo&url=%2FRed-Lemon-Backpack-Multifunctional-Charcoal%2Fdp%2FB0BGSV19KZ%2Fref%3Dsr_1_11_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675236191%26sprefix%3Dba%252Caps%252C283%26sr%3D8-11-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1","","China","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif","RL-BG1921"
"1675236275-134","https://www.amazon.in/s?k=bags&page=[1- 5]&crid=2M096C61O4MLT&qid=1675232753&sprefix=ba%2Caps%2C283&ref=sr_pg_2","Red Lemon Swiss Cut Design Medium 26 L Laptop Backpack Outdoor Backpack fits 15.6 inch Multifunctional Laptop Bag Backpack for Men and Women with USB port Anti Theft Travel Backpack","https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MDQ1NDc4NDU0ODUzMzg2OjE2NzUyMzYxOTE6c3BfbXRmOjIwMDg0MzI0MDM0NDk4OjowOjo&url=%2FRed-Lemon-Backpack-Multifunctional-Charcoal%2Fdp%2FB0BGSV19KZ%2Fref%3Dsr_1_11_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675236191%26sprefix%3Dba%252Caps%252C283%26sr%3D8-11-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1","","China","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif","RL-BG1921"
"1675236275-135","https://www.amazon.in/s?k=bags&page=[1- 5]&crid=2M096C61O4MLT&qid=1675232753&sprefix=ba%2Caps%2C283&ref=sr_pg_2","Red Lemon Swiss Cut Design Medium 26 L Laptop Backpack Outdoor Backpack fits 15.6 inch Multifunctional Laptop Bag Backpack for Men and Women with USB port Anti Theft Travel Backpack","https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MDQ1NDc4NDU0ODUzMzg2OjE2NzUyMzYxOTE6c3BfbXRmOjIwMDg0MzI0MDM0NDk4OjowOjo&url=%2FRed-Lemon-Backpack-Multifunctional-Charcoal%2Fdp%2FB0BGSV19KZ%2Fref%3Dsr_1_11_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675236191%26sprefix%3Dba%252Caps%252C283%26sr%3D8-11-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1","","China","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif","RL-BG1921"
"1675236275-136","https://www.amazon.in/s?k=bags&page=[1- 5]&crid=2M096C61O4MLT&qid=1675232753&sprefix=ba%2Caps%2C283&ref=sr_pg_2","Red Lemon Swiss Cut Design Medium 26 L Laptop Backpack Outdoor Backpack fits 15.6 inch Multifunctional Laptop Bag Backpack for Men and Women with USB port Anti Theft Travel Backpack","https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MDQ1NDc4NDU0ODUzMzg2OjE2NzUyMzYxOTE6c3BfbXRmOjIwMDg0MzI0MDM0NDk4OjowOjo&url=%2FRed-Lemon-Backpack-Multifunctional-Charcoal%2Fdp%2FB0BGSV19KZ%2Fref%3Dsr_1_11_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675236191%26sprefix%3Dba%252Caps%252C283%26sr%3D8-11-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1","","China","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif","RL-BG1921"
"1675236275-137","https://www.amazon.in/s?k=bags&page=[1- 5]&crid=2M096C61O4MLT&qid=1675232753&sprefix=ba%2Caps%2C283&ref=sr_pg_2","Red Lemon Swiss Cut Design Medium 26 L Laptop Backpack Outdoor Backpack fits 15.6 inch Multifunctional Laptop Bag Backpack for Men and Women with USB port Anti Theft Travel Backpack","https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MDQ1NDc4NDU0ODUzMzg2OjE2NzUyMzYxOTE6c3BfbXRmOjIwMDg0MzI0MDM0NDk4OjowOjo&url=%2FRed-Lemon-Backpack-Multifunctional-Charcoal%2Fdp%2FB0BGSV19KZ%2Fref%3Dsr_1_11_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675236191%26sprefix%3Dba%252Caps%252C283%26sr%3D8-11-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1","","China","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif","RL-BG1921"
"1675236275-138","https://www.amazon.in/s?k=bags&page=[1- 5]&crid=2M096C61O4MLT&qid=1675232753&sprefix=ba%2Caps%2C283&ref=sr_pg_2","Red Lemon Swiss Cut Design Medium 26 L Laptop Backpack Outdoor Backpack fits 15.6 inch Multifunctional Laptop Bag Backpack for Men and Women with USB port Anti Theft Travel Backpack","https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MDQ1NDc4NDU0ODUzMzg2OjE2NzUyMzYxOTE6c3BfbXRmOjIwMDg0MzI0MDM0NDk4OjowOjo&url=%2FRed-Lemon-Backpack-Multifunctional-Charcoal%2Fdp%2FB0BGSV19KZ%2Fref%3Dsr_1_11_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675236191%26sprefix%3Dba%252Caps%252C283%26sr%3D8-11-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1","","China","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif","RL-BG1921"
"1675236275-139","https://www.amazon.in/s?k=bags&page=[1- 5]&crid=2M096C61O4MLT&qid=1675232753&sprefix=ba%2Caps%2C283&ref=sr_pg_2","Red Lemon Swiss Cut Design Medium 26 L Laptop Backpack Outdoor Backpack fits 15.6 inch Multifunctional Laptop Bag Backpack for Men and Women with USB port Anti Theft Travel Backpack","https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MDQ1NDc4NDU0ODUzMzg2OjE2NzUyMzYxOTE6c3BfbXRmOjIwMDg0MzI0MDM0NDk4OjowOjo&url=%2FRed-Lemon-Backpack-Multifunctional-Charcoal%2Fdp%2FB0BGSV19KZ%2Fref%3Dsr_1_11_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675236191%26sprefix%3Dba%252Caps%252C283%26sr%3D8-11-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1","","China","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif","RL-BG1921"
"1675236281-140","https://www.amazon.in/s?k=bags&page=[1- 5]&crid=2M096C61O4MLT&qid=1675232753&sprefix=ba%2Caps%2C283&ref=sr_pg_2","Fur Jaden Brown Textured Leatherette Stylish & Spacious Weekender Duffle Bag for Travel","https://www.amazon.in/FUR-JADEN-Leatherette-Polypropylene-DUFF05/dp/B07M9BRCQ5/ref=sr_1_10?crid=2M096C61O4MLT&keywords=bags&qid=1675236191&sprefix=ba%2Caps%2C283&sr=8-10","<ul class=""a-unordered-list a-vertical a-spacing-mini"">   <li><span class=""a-list-item""> MATERIAL - We use Highest Quality of Artificial Leather which is Durable, Long Lasting and tested to ensure they don't peel off in just few months. The leather is also water resistant. Inner fabric lining ensured to have a soft touch feel. We use quality zips and accessories that have a long life.  </span></li>  <li><span class=""a-list-item""> Waterproof - With this unisex duffle bag, you can be rest assured that none of your belongings will be damaged by rain or accidental splashes. The interiors of this water-resistant travel duffle bag remain free from moisture even if you get caught in an unexpected shower.  </span></li>  <li><span class=""a-list-item""> Dimensions: 47 x 28 x 27 CM. Volume Capacity - 35 Litres. Huge Spacious Compartment  </span></li>  <li><span class=""a-list-item""> Design - This stylish yet utilitarian textured leatherette duffle bag can be used for corporate travel as well as to take to the gym. The Large Spacious Compartment is suitable for 3-4 days weekender or business trip, can be used as a carry-on flight bag as well.  </span></li>  <li><span class=""a-list-item""> Warranty - 100% Genuine Fur Jaden Men Bags, 10 days No Question asked replacement guarantee from the date of delivery. 6 Month Manufacturer and Seller Warranty against Manufacturing Defects  </span></li>  </ul> <!-- Loading EDP related metadata -->","B07M9BRCQ5","","Fur Jaden"
